Zeitraum;Typ;Artikelnummer;Artikelname;Bauteilnummer;Bauteilname;Bauteilabhaengigkeiten Nummer;Bauteilabhaengigkeiten Name;Prozentualer Anteil [%]
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K07287;"Runddichtring; 55  x 3";68
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K07311;"Lüftereinheit Antrieb MM; vormontiert";65
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K07314;"Lüftereinheit mit Luftfilter MM; vormontiert";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04361;"Rillenkugellager; 6003 2RS C3 FT150";K06088;Extruder body MM;60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K06725;Extruder screw MM;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";82
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04737;Rubber connector;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04737;Rubber connector;K02669;"Axialrillenkugellager; 51203";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04737;Rubber connector;K04361;"Rillenkugellager; 6003 2RS C3 FT150";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03890;"Drive unit; 40 / 42 MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";80
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05202;"Controller MM; Repair";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";84
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05202;"Controller MM; Repair";K05539;"Einzugshülse V; MM";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05202;"Controller MM; Repair";K02669;"Axialrillenkugellager; 51203";66
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05202;"Controller MM; Repair";K04361;"Rillenkugellager; 6003 2RS C3 FT150";66
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03960;"Nilos-Ring; 6003 Z AV                   MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04137;"Knickschutztülle 9-11; 5200 2020    MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03482;"Senkschraube; DIN 7991, M 4 x  12";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03482;"Senkschraube; DIN 7991, M 4 x  12";K04361;"Rillenkugellager; 6003 2RS C3 FT150";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04946;Fan guard, controller  MM;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03882B;"Schmelzkammer; MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03882B;"Schmelzkammer; MM";K04361;"Rillenkugellager; 6003 2RS C3 FT150";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03883;Nozzle 40-6                        MM;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04808B;Temperature control 230 V / 250W   MM;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04808B;Temperature control 230 V / 250W   MM;K02669;"Axialrillenkugellager; 51203";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04808B;Temperature control 230 V / 250W   MM;K04361;"Rillenkugellager; 6003 2RS C3 FT150";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03889;"Heizspirale; 18x125                      MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";80
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03889;"Heizspirale; 18x125                      MM";K02669;"Axialrillenkugellager; 51203";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03889;"Heizspirale; 18x125                      MM";K04361;"Rillenkugellager; 6003 2RS C3 FT150";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03892;"Griffschale - links; Spritzgussteil         MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03892;"Griffschale - links; Spritzgussteil         MM";K02669;"Axialrillenkugellager; 51203";63
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03892;"Griffschale - links; Spritzgussteil         MM";K04361;"Rillenkugellager; 6003 2RS C3 FT150";63
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04407;"Schweißschuhhalter MM; 32 x 15";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K01017;"Gummischukostecker; Pico UK UKR U5R U7R U8R E5 (A)";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K01017;"Gummischukostecker; Pico UK UKR U5R U7R U8R E5 (A)";K04361;"Rillenkugellager; 6003 2RS C3 FT150";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K06761;"Aufkleber; Abkühlzeit Deutsch-Englisch";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";80
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K06761;"Aufkleber; Abkühlzeit Deutsch-Englisch";K02669;"Axialrillenkugellager; 51203";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K06761;"Aufkleber; Abkühlzeit Deutsch-Englisch";K04361;"Rillenkugellager; 6003 2RS C3 FT150";62
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04457;Schweißschuh MM, 67.01xx, m Halter,  Ø32 x Ø20 x 36 mm unbearb.;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04318;Heating complete, 230 V / 2300 W;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04318;Heating complete, 230 V / 2300 W;K02669;"Axialrillenkugellager; 51203";62
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04318;Heating complete, 230 V / 2300 W;K04361;"Rillenkugellager; 6003 2RS C3 FT150";63
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05999;Circlip A   17 x 1;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";82
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05999;Circlip A   17 x 1;K04361;"Rillenkugellager; 6003 2RS C3 FT150";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K01540;Lead wire 230 V 3G1,5                  Pico;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03893;"Griffschale - rechts; Spritzgussteil              MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03893;"Griffschale - rechts; Spritzgussteil              MM";K04361;"Rillenkugellager; 6003 2RS C3 FT150";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04259;"Frontfolie Display; für Regler  MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04259;"Frontfolie Display; für Regler  MM";K02669;"Axialrillenkugellager; 51203";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04259;"Frontfolie Display; für Regler  MM";K04361;"Rillenkugellager; 6003 2RS C3 FT150";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07286;"Halter-Motorlüfter; MM, 30mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07286;"Halter-Motorlüfter; MM, 30mm";K05539;"Einzugshülse V; MM";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07286;"Halter-Motorlüfter; MM, 30mm";K02669;"Axialrillenkugellager; 51203";66
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07286;"Halter-Motorlüfter; MM, 30mm";K04361;"Rillenkugellager; 6003 2RS C3 FT150";68
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07287;"Runddichtring; 55  x 3";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";81
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07287;"Runddichtring; 55  x 3";K05539;"Einzugshülse V; MM";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07287;"Runddichtring; 55  x 3";K02669;"Axialrillenkugellager; 51203";66
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07287;"Runddichtring; 55  x 3";K04361;"Rillenkugellager; 6003 2RS C3 FT150";68
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03421;"Schweißdrahtrollen-Abwickler; Einfach, für 3kg Spule";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04258;"Frontfolie; Tasten für Regler MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K02698;"Distanzring; 17/3           MA/E-25 u. 25-S / MAK-18";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04200;"Warmlufthaube; MM-Xtruder          MAK18S;  MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05258;Werkzeug-Set;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05344;"Schweißschuh MM; 67.0107K-32-20-M";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07311;"Lüftereinheit Antrieb MM; vormontiert";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";80
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07311;"Lüftereinheit Antrieb MM; vormontiert";K05539;"Einzugshülse V; MM";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07311;"Lüftereinheit Antrieb MM; vormontiert";K02669;"Axialrillenkugellager; 51203";64
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07311;"Lüftereinheit Antrieb MM; vormontiert";K04361;"Rillenkugellager; 6003 2RS C3 FT150";65
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07314;"Lüftereinheit mit Luftfilter MM; vormontiert";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07314;"Lüftereinheit mit Luftfilter MM; vormontiert";K02669;"Axialrillenkugellager; 51203";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07314;"Lüftereinheit mit Luftfilter MM; vormontiert";K04361;"Rillenkugellager; 6003 2RS C3 FT150";61
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07312;"Lüftereinheit Regler MM; vormontiert";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04444;"Regler; Typ H, A-S-18.01, 230V";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K06088;Extruder body MM;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K06088;Extruder body MM;K04361;"Rillenkugellager; 6003 2RS C3 FT150";60
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03906;"Berührschutz, Vorwärmung; Spritzgussteil   MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03114;"Klemmring; MA/E-25 u. 25-S";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04886A;"Kohlebürste UX1; 2412";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07292;"Axiallüfter; 40 x 40 x 28 MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07310;"Flachkopfschraube; M4x8 -10.9 TX, GEFU";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04213;"Vorwärmdüse 10 x 4; MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04786;"Schaltgehäuse-Deckel; eloxiert, mN     MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04719;"Schaltgehäuse-Unterteil; Schwarz mit feiner Struktur MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03881;"Antriebsflansch; MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05924;"Reparatur, Regler; für Gebläse u. Heizung, Typ K";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07380;Berührschutz, Vorwärmung, MM 2019;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03887;"Lüftergitter Antrieb; Spritzgussteil    MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K06143;"Extruderkörper; MM, 4mm PP";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05540;"Einzugshülse V; MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04944;"Kabel vorkonfektioniert; 1² - 29cm, grün/gelb";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04250;"Kabel vorkonfektioniert; 115V 3x1,5mm² 5m lg.        MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04739;"Lüsterklemme; 4,0-6,0²";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K04509;"Düse; 30, MA/E-K-18/25, 3mm";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07360;MMControl 2v5, 230V+110V / 48V;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05345;"Schweißschuh MM; 67.0106K-32-20-M";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07425;Lüfterfilter 40x40 mm;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07383;Kabelsatz MM 2019;K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07315;"Adapterplate; Airfilter MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07313;"Senkkopfschraube; M4x12 -10.9 TX, ISO 7500-1";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969C;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K07368;"Regler f. Extruder; 230 V / 250W MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";79
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05538;"Schneidkopf 18-9; MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";89
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K05539;"Einzugshülse V; MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";90
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03879;"Extruderschnecke; MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";84
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05538;"Schneidkopf 18-9; MM";89
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K05539;"Einzugshülse V; MM";90
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03879;"Extruderschnecke; MM";84
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";84
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K02669;"Axialrillenkugellager; 51203";88
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03960;"Nilos-Ring; 6003 Z AV                   MM";84
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04808B;Temperature control 230 V / 250W   MM;86
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K06058;"Lüfterabdeckung mit Filter ;  MM";85
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03482;"Senkschraube; DIN 7991, M 4 x  12";85
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04737;Rubber connector;88
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03883;Nozzle 40-6                        MM;86
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03882B;"Schmelzkammer; MM";84
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04945;"Lüftereinheit Antrieb; vormontiert";86
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K03894;"Axiallüfter; 40 x 40 x 25                MM";85
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04135;"Kabel vorkonfektioniert; 230V 3x1,5mm² 5m lg.        MM";86
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04137;"Knickschutztülle 9-11; 5200 2020    MM";84
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04318;Heating complete, 230 V / 2300 W;85
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04259;"Frontfolie Display; für Regler  MM";86
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04258;"Frontfolie; Tasten für Regler MM";88
01.06.2017-31.12.2021;MM;K03969;"Extruderschweißg.  MM-Xtruder; 230 V, mN";K03964;"Motoreinheit, 230V; Vorwärmung                  MM";K04719;"Schaltgehäuse-Unterteil; Schwarz mit feiner Struktur MM";86
